gene,promoter,gene_position,direction,tss,evidence
essD,essDp,577398.0,+,576873.0,"[""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
rrrD,essDp,577613.0,+,576873.0,"[""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
rzpD,essDp,578107.0,+,576873.0,"[""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
evgA,evgAp2,2483755.0,+,2483631.0,"[""COMP"", ""EXP""]"
evgS,evgAp2,2484374.0,+,2483631.0,"[""COMP"", ""EXP""]"
evgA,evgAp1,2483755.0,+,2483641.0,"[""COMP"", ""EXP""]"
evgS,evgAp1,2484374.0,+,2483641.0,"[""COMP"", ""EXP""]"
exbB,exbBp,3151984.0,-,3152014.0,"[""COMP"", ""COMP""]"
exbD,exbBp,3151243.0,-,3152014.0,"[""COMP"", ""COMP""]"
exbD,exbDp,3151243.0,-,3151390.0,"[""COMP""]"
exuR,exuRp2,3246652.0,+,3246618.0,"[""none"", ""EXP""]"
exuT,exuTp2,3245224.0,+,3245002.0,"[""EXP""]"
exuT,exuTp1,3245224.0,+,3245043.0,"[""EXP""]"
fabA,fabAp,1016470.0,-,1016498.0,"[""COMP"", ""COMP""]"
fabB,fabBp,2441605.0,-,2441641.0,"[""COMP"", ""EXP""]"
fabD,fabHp,1149728.0,+,1148516.0,"[""none"", ""EXP""]"
fabG,fabHp,1150670.0,+,1148516.0,"[""none"", ""EXP""]"
fabH,fabHp,1148759.0,+,1148516.0,"[""none"", ""EXP""]"
fabD,plsXp,1149728.0,+,1147577.0,"[""COMP"", ""EXP"", ""COMP""]"
fabG,plsXp,1150670.0,+,1147577.0,"[""COMP"", ""EXP"", ""COMP""]"
fabH,plsXp,1148759.0,+,1147577.0,"[""COMP"", ""EXP"", ""COMP""]"
plsX,plsXp,1147621.0,+,1147577.0,"[""COMP"", ""EXP"", ""COMP""]"
fabD,rpmFp,1149728.0,+,1147338.0,"[""EXP""]"
fabG,rpmFp,1150670.0,+,1147338.0,"[""EXP""]"
fabH,rpmFp,1148759.0,+,1147338.0,"[""EXP""]"
plsX,rpmFp,1147621.0,+,1147338.0,"[""EXP""]"
rpmF,rpmFp,1147367.0,+,1147338.0,"[""EXP""]"
fabI,fabIp1,1351039.0,-,1351118.0,"[""EXP""]"
fabI,fabIp,1351039.0,-,1351121.0,"[""none"", ""EXP""]"
fabZ,hlpAp,202101.0,+,200455.0,"[""COMP"", ""EXP"", ""COMP""]"
lpxA,hlpAp,202560.0,+,200455.0,"[""COMP"", ""EXP"", ""COMP""]"
lpxD,hlpAp,200971.0,+,200455.0,"[""COMP"", ""EXP"", ""COMP""]"
skp,hlpAp,200482.0,+,200455.0,"[""COMP"", ""EXP"", ""COMP""]"
fadA,fadBp,4028772.0,-,4031013.0,"[""COMP"", ""EXP""]"
fadB,fadBp,4030971.0,-,4031013.0,"[""COMP"", ""EXP""]"
fadD,fadDp,1889746.0,-,1889807.0,"[""COMP"", ""EXP"", ""EXP""]"
fadE,fadEp,243303.0,-,243406.0,"[""none"", ""COMP""]"
fadH,fadHp,3231665.0,+,3231624.0,"[""none"", ""EXP""]"
fadI,fadIp,2460469.0,-,2460511.0,"[""COMP"", ""COMP""]"
fadJ,fadIp,2459159.0,-,2460511.0,"[""COMP"", ""COMP""]"
fadL,fadLp,2461306.0,+,2461205.0,"[""COMP"", ""COMP"", ""EXP""]"
fadM,fadMp1,464402.0,+,464360.0,"[""COMP""]"
fadR,fadRp1,1234938.0,+,1234905.0,"[""COMP"", ""EXP""]"
fadR,fadRp2,1234938.0,+,1234916.0,"[""EXP""]"
fau,ssrSp,3056241.0,+,3055759.0,"[""COMP"", ""EXP"", ""COMP""]"
ssrS,ssrSp,3055983.0,+,3055759.0,"[""COMP"", ""EXP"", ""COMP""]"
fau,ssrSp2,3056241.0,+,3055759.0,"[""COMP"", ""EXP"", ""COMP""]"
ssrS,ssrSp2,3055983.0,+,3055759.0,"[""COMP"", ""EXP"", ""COMP""]"
fbaA,pgkp1,3071244.0,-,3072857.0,"[""COMP"", ""EXP"", ""EXP""]"
pgk,pgkp1,3072622.0,-,3072857.0,"[""COMP"", ""EXP"", ""EXP""]"
fbaA,pgkp2,3071244.0,-,3072648.0,"[""none"", ""EXP""]"
pgk,pgkp2,3072622.0,-,3072648.0,"[""none"", ""EXP""]"
fbaB,fbaBp,2178564.0,-,2178667.0,"[""COMP"", ""EXP"", ""COMP""]"
fdhF,fdhFp,4299366.0,-,4299407.0,"[""COMP"", ""EXP""]"
fdnG,fdnGp,1547401.0,+,1547372.0,"[""COMP"", ""EXP""]"
fdnH,fdnGp,1550461.0,+,1547372.0,"[""COMP"", ""EXP""]"
fdnI,fdnGp,1551338.0,+,1547372.0,"[""COMP"", ""EXP""]"
fdx,hscBp,2657083.0,-,2659524.0,"[""COMP"", ""EXP""]"
hscA,hscBp,2658935.0,-,2659524.0,"[""COMP"", ""EXP""]"
hscB,hscBp,2659467.0,-,2659524.0,"[""COMP"", ""EXP""]"
iscX,hscBp,2656736.0,-,2659524.0,"[""COMP"", ""EXP""]"
feaB,feaBp2,1447519.0,+,1447370.0,"[""none"", ""EXP""]"
feaB,feaBp1,1447519.0,+,1447492.0,"[""COMP"", ""EXP""]"
feaR,feaRp3,1447283.0,-,1447394.0,"[""COMP"", ""EXP""]"
feaR,feaRp,1447283.0,-,1447367.0,"[""none"", ""COMP""]"
feaR,feaRp2,1447283.0,-,1447309.0,"[""COMP"", ""EXP""]"
feaR,feaRp1,1447283.0,-,1447349.0,"[""COMP"", ""EXP""]"
fecA,fecAp,4516677.0,-,4516727.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
fecB,fecAp,4514308.0,-,4516727.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
fecC,fecAp,4513409.0,-,4516727.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
fecD,fecAp,4512414.0,-,4516727.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
fecE,fecAp,4511457.0,-,4516727.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
fecI,fecIp,4518235.0,-,4518282.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
fecR,fecIp,4517717.0,-,4518282.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
feoA,feoAp,3540163.0,+,3540057.0,"[""COMP"", ""COMP""]"
feoB,feoAp,3540407.0,+,3540057.0,"[""COMP"", ""COMP""]"
feoC,feoAp,3542728.0,+,3540057.0,"[""COMP"", ""COMP""]"
fepB,fepBp,624510.0,-,624727.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
fepC,fepDp2,620199.0,-,622192.0,"[""COMP"", ""EXP"", ""COMP""]"
fepD,fepDp2,622189.0,-,622192.0,"[""COMP"", ""EXP"", ""COMP""]"
fepG,fepDp2,621188.0,-,622192.0,"[""COMP"", ""EXP"", ""COMP""]"
fepC,fepDp1,620199.0,-,622234.0,"[""COMP"", ""EXP""]"
fepD,fepDp1,622189.0,-,622234.0,"[""COMP"", ""EXP""]"
fepG,fepDp1,621188.0,-,622234.0,"[""COMP"", ""EXP""]"
fetA,fetAp,515919.0,+,515903.0,"[""none"", ""EXP""]"
fetB,fetAp,516583.0,+,515903.0,"[""none"", ""EXP""]"
ffh,ffhp,2747795.0,-,2747853.0,"[""EXP""]"
fhlA,hypAp,2854338.0,+,2850627.0,"[""COMP"", ""EXP""]"
hypA,hypAp,2850647.0,+,2850627.0,"[""COMP"", ""EXP""]"
hypB,hypAp,2851001.0,+,2850627.0,"[""COMP"", ""EXP""]"
hypC,hypAp,2851864.0,+,2850627.0,"[""COMP"", ""EXP""]"
hypD,hypAp,2852136.0,+,2850627.0,"[""COMP"", ""EXP""]"
hypE,hypAp,2853254.0,+,2850627.0,"[""COMP"", ""EXP""]"
fhuA,fhuAp,167484.0,+,167442.0,"[""COMP"", ""COMP""]"
fhuB,fhuAp,171462.0,+,167442.0,"[""COMP"", ""COMP""]"
fhuC,fhuAp,169778.0,+,167442.0,"[""COMP"", ""COMP""]"
fhuD,fhuAp,170575.0,+,167442.0,"[""COMP"", ""COMP""]"
fhuE,fhuEp,1161551.0,-,1161647.0,"[""COMP""]"
fhuF,fhuFp1,4605663.0,-,4605694.0,"[""COMP"", ""EXP"", ""EXP""]"
fhuF,fhuFp2,4605663.0,-,4605752.0,"[""COMP"", ""COMP""]"
fic,yhfGp,3491463.0,-,3491648.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""COMP""]"
pabA,yhfGp,3490829.0,-,3491648.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""COMP""]"
yhfG,yhfGp,3491620.0,-,3491648.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""COMP""]"
fimA,fimAp,4543115.0,+,4542694.0,"[""COMP"", ""COMP"", ""EXP""]"
fimC,fimAp,4544304.0,+,4542694.0,"[""COMP"", ""COMP"", ""EXP""]"
fimD,fimAp,4545096.0,+,4542694.0,"[""COMP"", ""COMP"", ""EXP""]"
fimF,fimAp,4547742.0,+,4542694.0,"[""COMP"", ""COMP"", ""EXP""]"
fimG,fimAp,4548285.0,+,4542694.0,"[""COMP"", ""COMP"", ""EXP""]"
fimH,fimAp,4548808.0,+,4542694.0,"[""COMP"", ""COMP"", ""EXP""]"
fimI,fimAp,4543728.0,+,4542694.0,"[""COMP"", ""COMP"", ""EXP""]"
fimB,fimBp2,4540957.0,+,4540667.0,"[""none"", ""EXP""]"
fimB,fimBp1,4540957.0,+,4540809.0,"[""COMP"", ""EXP""]"
fimE,fimEp,4542037.0,+,4541871.0,"[""COMP"", ""COMP"", ""EXP""]"
fiu,fiup,841531.0,-,841648.0,"[""COMP"", ""COMP""]"
fixA,fixAp,42403.0,+,42325.0,"[""COMP"", ""COMP"", ""EXP""]"
fixB,fixAp,43188.0,+,42325.0,"[""COMP"", ""COMP"", ""EXP""]"
fixC,fixAp,44180.0,+,42325.0,"[""COMP"", ""COMP"", ""EXP""]"
fixX,fixAp,45463.0,+,42325.0,"[""COMP"", ""COMP"", ""EXP""]"
fkpA,fkpAp2,3477419.0,-,3477499.0,"[""none"", ""EXP""]"
fkpA,fkpAp1,3477419.0,-,3477525.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP""]"
fkpB,ileSp3,25826.0,+,22229.0,"[""COMP"", ""EXP"", ""COMP""]"
ileS,ileSp3,22391.0,+,22229.0,"[""COMP"", ""EXP"", ""COMP""]"
ispH,ileSp3,26277.0,+,22229.0,"[""COMP"", ""EXP"", ""COMP""]"
lspA,ileSp3,25207.0,+,22229.0,"[""COMP"", ""EXP"", ""COMP""]"
fkpB,ileSp1,25826.0,+,21833.0,"[""COMP"", ""COMP"", ""EXP""]"
ileS,ileSp1,22391.0,+,21833.0,"[""COMP"", ""COMP"", ""EXP""]"
ispH,ileSp1,26277.0,+,21833.0,"[""COMP"", ""COMP"", ""EXP""]"
lspA,ileSp1,25207.0,+,21833.0,"[""COMP"", ""COMP"", ""EXP""]"
fkpB,ileSp2,25826.0,+,22034.0,"[""none"", ""EXP""]"
ileS,ileSp2,22391.0,+,22034.0,"[""none"", ""EXP""]"
ispH,ileSp2,26277.0,+,22034.0,"[""none"", ""EXP""]"
lspA,ileSp2,25207.0,+,22034.0,"[""none"", ""EXP""]"
fkpB,ribFp,25826.0,+,21383.0,"[""COMP"", ""EXP"", ""EXP""]"
ileS,ribFp,22391.0,+,21383.0,"[""COMP"", ""EXP"", ""EXP""]"
ispH,ribFp,26277.0,+,21383.0,"[""COMP"", ""EXP"", ""EXP""]"
lspA,ribFp,25207.0,+,21383.0,"[""COMP"", ""EXP"", ""EXP""]"
ribF,ribFp,21407.0,+,21383.0,"[""COMP"", ""EXP"", ""EXP""]"
fkpB,lspAp,25826.0,+,25014.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""COMP""]"
ispH,lspAp,26277.0,+,25014.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""COMP""]"
lspA,lspAp,25207.0,+,25014.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""COMP""]"
fldA,fldAp,711465.0,-,711521.0,"[""none"", ""EXP""]"
fur,fldAp,710646.0,-,711521.0,"[""none"", ""EXP""]"
uof,fldAp,710725.0,-,711521.0,"[""none"", ""EXP""]"
fldB,fldBp,3039855.0,+,3039822.0,"[""COMP"", ""EXP""]"
flgA,flgAp,1130863.0,-,1130885.0,"[""COMP"", ""COMP""]"
flgM,flgAp,1130128.0,-,1130885.0,"[""COMP"", ""COMP""]"
flgN,flgAp,1129830.0,-,1130885.0,"[""COMP"", ""COMP""]"
flgB,flgBp,1131018.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgC,flgBp,1131438.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgD,flgBp,1131854.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgE,flgBp,1132574.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgF,flgBp,1133802.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgG,flgBp,1134729.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgH,flgBp,1135564.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgI,flgBp,1136274.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgJ,flgBp,1137371.0,+,1130993.0,"[""COMP"", ""COMP""]"
flgK,flgKp,1138378.0,+,1138351.0,"[""COMP"", ""COMP"", ""COMP"", ""COMP""]"
flgL,flgKp,1140033.0,+,1138351.0,"[""COMP"", ""COMP"", ""COMP"", ""COMP""]"
flgO,flgKp,1140986.0,+,1138351.0,"[""COMP"", ""COMP"", ""COMP"", ""COMP""]"
flgM,flgMp,1130128.0,-,1130165.0,"[""COMP"", ""COMP"", ""COMP""]"
flgN,flgMp,1129830.0,-,1130165.0,"[""COMP"", ""COMP"", ""COMP""]"
flhA,flhBp,1965050.0,-,1966216.0,"[""none"", ""COMP""]"
flhB,flhBp,1966191.0,-,1966216.0,"[""none"", ""COMP""]"
flhE,flhBp,1962972.0,-,1966216.0,"[""none"", ""COMP""]"
flhC,flhDp2,1977844.0,-,1978577.0,"[""COMP"", ""COMP"", ""EXP""]"
flhD,flhDp2,1978197.0,-,1978577.0,"[""COMP"", ""COMP"", ""EXP""]"
flhC,flhDp,1977844.0,-,1978395.0,"[""COMP"", ""EXP"", ""EXP""]"
flhD,flhDp,1978197.0,-,1978395.0,"[""COMP"", ""EXP"", ""EXP""]"
fliA,fliAp1,2001789.0,-,2001819.0,"[""COMP"", ""EXP""]"
fliZ,fliAp1,2001024.0,-,2001819.0,"[""COMP"", ""EXP""]"
tcyJ,fliAp1,2000385.0,-,2001819.0,"[""COMP"", ""EXP""]"
fliA,fliAp2,2001789.0,-,2001808.0,"[""COMP"", ""COMP"", ""EXP""]"
fliZ,fliAp2,2001024.0,-,2001808.0,"[""COMP"", ""COMP"", ""EXP""]"
tcyJ,fliAp2,2000385.0,-,2001808.0,"[""COMP"", ""COMP"", ""EXP""]"
fliC,fliCp,2003606.0,-,2003676.0,"[""COMP"", ""COMP"", ""EXP"", ""COMP"", ""COMP""]"
fliX,fliCp,2002106.0,-,2003676.0,"[""COMP"", ""COMP"", ""EXP"", ""COMP"", ""COMP""]"
fliD,fliDp2,2003872.0,+,2003817.0,"[""COMP"", ""COMP""]"
fliS,fliDp2,2005303.0,+,2003817.0,"[""COMP"", ""COMP""]"
fliT,fliDp2,2005713.0,+,2003817.0,"[""COMP"", ""COMP""]"
fliE,fliEp1,2013014.0,-,2013036.0,"[""COMP"", ""COMP""]"
fliE,fliEp2,2013014.0,-,2013093.0,"[""COMP"", ""COMP""]"
fliF,fliFp2,2013229.0,+,2013205.0,"[""COMP"", ""COMP""]"
fliG,fliFp2,2014880.0,+,2013205.0,"[""COMP"", ""COMP""]"
fliH,fliFp2,2015868.0,+,2013205.0,"[""COMP"", ""COMP""]"
fliI,fliFp2,2016554.0,+,2013205.0,"[""COMP"", ""COMP""]"
fliJ,fliFp2,2017946.0,+,2013205.0,"[""COMP"", ""COMP""]"
fliK,fliFp2,2018386.0,+,2013205.0,"[""COMP"", ""COMP""]"
fliF,fliFp1,2013229.0,+,2013146.0,"[""COMP"", ""COMP""]"
fliG,fliFp1,2014880.0,+,2013146.0,"[""COMP"", ""COMP""]"
fliH,fliFp1,2015868.0,+,2013146.0,"[""COMP"", ""COMP""]"
fliI,fliFp1,2016554.0,+,2013146.0,"[""COMP"", ""COMP""]"
fliJ,fliFp1,2017946.0,+,2013146.0,"[""COMP"", ""COMP""]"
fliK,fliFp1,2018386.0,+,2013146.0,"[""COMP"", ""COMP""]"
fliL,fliLp1,2019618.0,+,2019584.0,"[""COMP"", ""EXP""]"
fliM,fliLp1,2020087.0,+,2019584.0,"[""COMP"", ""EXP""]"
fliN,fliLp1,2021088.0,+,2019584.0,"[""COMP"", ""EXP""]"
fliO,fliLp1,2021504.0,+,2019584.0,"[""COMP"", ""EXP""]"
fliP,fliLp1,2021869.0,+,2019584.0,"[""COMP"", ""EXP""]"
fliQ,fliLp1,2022616.0,+,2019584.0,"[""COMP"", ""EXP""]"
fliR,fliLp1,2022893.0,+,2019584.0,"[""COMP"", ""EXP""]"
fliL,fliLp2,2019618.0,+,2019595.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
fliM,fliLp2,2020087.0,+,2019595.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
fliN,fliLp2,2021088.0,+,2019595.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
fliO,fliLp2,2021504.0,+,2019595.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
fliP,fliLp2,2021869.0,+,2019595.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
fliQ,fliLp2,2022616.0,+,2019595.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
fliR,fliLp2,2022893.0,+,2019595.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
flk,flKp,2437950.0,+,2437912.0,"[""none"", ""EXP""]"
flu,flup2,2071539.0,+,2071503.0,"[""EXP""]"
flu,flup1,2071539.0,+,2071474.0,"[""EXP""]"
flu,flup,2071539.0,+,2071317.0,"[""COMP"", ""COMP"", ""EXP""]"
isrC,flup,2071317.0,+,2071317.0,"[""COMP"", ""COMP"", ""EXP""]"
flxA,flxAp,1646405.0,+,1646388.0,"[""COMP"", ""COMP"", ""COMP"", ""COMP""]"
fnr,fnrp,1399526.0,-,1399552.0,"[""COMP"", ""COMP""]"
fnrS,fnrSp,1409129.0,+,1409129.0,"[""COMP"", ""EXP""]"
focA,focAp3,954466.0,-,954814.0,"[""COMP"", ""COMP"", ""EXP""]"
pflB,focAp3,953554.0,-,954814.0,"[""COMP"", ""COMP"", ""EXP""]"
focA,focAp2,954466.0,-,954503.0,"[""COMP"", ""COMP"", ""EXP""]"
pflB,focAp2,953554.0,-,954503.0,"[""COMP"", ""COMP"", ""EXP""]"
focA,focAp1,954466.0,-,954493.0,"[""COMP"", ""COMP"", ""EXP""]"
pflB,focAp1,953554.0,-,954493.0,"[""COMP"", ""COMP"", ""EXP""]"
focB,hyfAp,2613934.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfA,hyfAp,2601201.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfB,hyfAp,2601818.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfC,hyfAp,2603847.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfD,hyfAp,2604811.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfE,hyfAp,2606262.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfF,hyfAp,2606917.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfG,hyfAp,2608487.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfH,hyfAp,2610164.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfI,hyfAp,2610706.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfJ,hyfAp,2611457.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
hyfR,hyfAp,2611900.0,+,2601171.0,"[""COMP"", ""COMP"", ""EXP""]"
folA,folAp,49823.0,+,49799.0,"[""COMP"", ""COMP"", ""COMP""]"
folD,folDp,557741.0,-,557781.0,"[""EXP""]"
ybcJ,folDp,556873.0,-,557781.0,"[""EXP""]"
folE,folEp,2243652.0,-,2243848.0,"[""COMP"", ""COMP""]"
yeiB,folEp,2242967.0,-,2243848.0,"[""COMP"", ""COMP""]"
folK,pcnBp4,157732.0,-,159391.0,"[""COMP"", ""EXP""]"
pcnB,pcnBp4,159126.0,-,159391.0,"[""COMP"", ""EXP""]"
folK,pcnBp2,157732.0,-,159195.0,"[""COMP"", ""EXP"", ""EXP""]"
pcnB,pcnBp2,159126.0,-,159195.0,"[""COMP"", ""EXP"", ""EXP""]"
folK,pcnBp,157732.0,-,159171.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
pcnB,pcnBp,159126.0,-,159171.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
folK,pcnBp3,157732.0,-,159171.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
pcnB,pcnBp3,159126.0,-,159171.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
folK,pcnBp1,157732.0,-,159151.0,"[""COMP"", ""EXP"", ""EXP""]"
pcnB,pcnBp1,159126.0,-,159151.0,"[""COMP"", ""EXP"", ""EXP""]"
fpr,fprp,4114472.0,-,4114499.0,"[""COMP"", ""COMP""]"
frc,frcp,2493254.0,-,2493439.0,"[""COMP"", ""COMP"", ""EXP""]"
frc,yfdXp,2493254.0,-,2494433.0,"[""COMP"", ""COMP"", ""EXP""]"
oxc,yfdXp,2491950.0,-,2494433.0,"[""COMP"", ""COMP"", ""EXP""]"
yfdE,yfdXp,2489168.0,-,2494433.0,"[""COMP"", ""COMP"", ""EXP""]"
yfdV,yfdXp,2490186.0,-,2494433.0,"[""COMP"", ""COMP"", ""EXP""]"
yfdX,yfdXp,2494402.0,-,2494433.0,"[""COMP"", ""COMP"", ""EXP""]"
frdA,frdAp2,4382318.0,-,4382412.0,"[""none"", ""EXP""]"
frdB,frdAp2,4380517.0,-,4382412.0,"[""none"", ""EXP""]"
frdC,frdAp2,4379772.0,-,4382412.0,"[""none"", ""EXP""]"
frdD,frdAp2,4379366.0,-,4382412.0,"[""none"", ""EXP""]"
frdA,frdAp,4382318.0,-,4382412.0,"[""COMP"", ""EXP""]"
frdB,frdAp,4380517.0,-,4382412.0,"[""COMP"", ""EXP""]"
frdC,frdAp,4379772.0,-,4382412.0,"[""COMP"", ""EXP""]"
frdD,frdAp,4379366.0,-,4382412.0,"[""COMP"", ""EXP""]"
fre,frep2,4026527.0,+,4026485.0,"[""EXP""]"
fre,frep1,4026527.0,+,4026443.0,"[""EXP""]"
frlA,frlAp1,3499910.0,+,3499835.0,"[""none"", ""COMP"", ""EXP""]"
frlB,frlAp1,3501268.0,+,3499835.0,"[""none"", ""COMP"", ""EXP""]"
frlC,frlAp1,3502340.0,+,3499835.0,"[""none"", ""COMP"", ""EXP""]"
frlD,frlAp1,3503167.0,+,3499835.0,"[""none"", ""COMP"", ""EXP""]"
frlR,frlAp1,3504052.0,+,3499835.0,"[""none"", ""COMP"", ""EXP""]"
frlR,frlRp1,3504052.0,+,3504043.0,"[""COMP"", ""EXP"", ""EXP""]"
frlR,frlRp2,3504052.0,+,3504033.0,"[""COMP"", ""EXP"", ""EXP""]"
frr,frrp,192872.0,+,192814.0,"[""none"", ""EXP""]"
frsA,frsAp,256527.0,+,256502.0,"[""COMP"", ""COMP""]"
fruA,fruBp,2261410.0,-,2263597.0,"[""COMP"", ""COMP""]"
fruB,fruBp,2263495.0,-,2263597.0,"[""COMP"", ""COMP""]"
fruK,fruBp,2262365.0,-,2263597.0,"[""COMP"", ""COMP""]"
ftnA,ftnAp,1988716.0,+,1988682.0,"[""COMP"", ""COMP""]"
ftnB,ftnBp1,1986925.0,+,1986775.0,"[""COMP"", ""EXP"", ""COMP""]"
ftnB,ftnBp2,1986925.0,+,1986799.0,"[""COMP"", ""EXP"", ""COMP""]"
ftsA,ftsQp1,103982.0,+,102867.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsQ,ftsQp1,103155.0,+,102867.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsZ,ftsQp1,105305.0,+,102867.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsA,ftsQp,103982.0,+,102867.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsQ,ftsQp,103155.0,+,102867.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsZ,ftsQp,105305.0,+,102867.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsA,ftsAp1,103982.0,+,103561.0,"[""none"", ""EXP"", ""COMP""]"
ftsZ,ftsAp1,105305.0,+,103561.0,"[""none"", ""EXP"", ""COMP""]"
ftsH,rlmEp1,3326935.0,-,3327760.0,"[""COMP"", ""COMP"", ""EXP""]"
rlmE,rlmEp1,3327664.0,-,3327760.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsH,rlmEp2,3326935.0,-,3327731.0,"[""COMP"", ""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rlmE,rlmEp2,3327664.0,-,3327731.0,"[""COMP"", ""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
ftsK,ftsKp2,933224.0,+,932929.0,"[""COMP"", ""EXP"", ""COMP""]"
ftsK,ftsKp1,933224.0,+,933138.0,"[""COMP"", ""EXP"", ""COMP""]"
ftsQ,ftsQp2,103155.0,+,102742.0,"[""COMP"", ""COMP"", ""EXP""]"
ftsZ,ftsZp4,105305.0,+,104636.0,"[""none"", ""COMP"", ""EXP""]"
ftsZ,ftsZp2,105305.0,+,105045.0,"[""none"", ""COMP"", ""EXP""]"
ftsZ,ftsZp3,105305.0,+,104693.0,"[""none"", ""COMP"", ""EXP""]"
fucA,fucAp,2933688.0,-,2933854.0,"[""COMP"", ""COMP""]"
fucO,fucAp,2933013.0,-,2933854.0,"[""COMP"", ""COMP""]"
fucI,fucPp,2935584.0,+,2934119.0,"[""COMP""]"
fucK,fucPp,2937468.0,+,2934119.0,"[""COMP""]"
fucP,fucPp,2934235.0,+,2934119.0,"[""COMP""]"
fucR,fucPp,2939368.0,+,2934119.0,"[""COMP""]"
fucU,fucPp,2938888.0,+,2934119.0,"[""COMP""]"
fucO,fucOp,2933013.0,-,2933223.0,"[""none"", ""EXP""]"
fucU,fucUp,2938888.0,+,2938837.0,"[""none"", ""EXP"", ""EXP""]"
fumA,fumAp,1688377.0,-,1688440.0,"[""COMP"", ""COMP"", ""EXP""]"
fumB,fumBp,4347326.0,-,4347348.0,"[""COMP"", ""COMP""]"
fumC,fumCp1,1686588.0,-,1686654.0,"[""none"", ""COMP""]"
fumC,fumCp2,1686588.0,-,1686709.0,"[""COMP"", ""EXP""]"
fur,furpb,710646.0,-,710723.0,"[""COMP"", ""COMP"", ""EXP""]"
fur,furpa,710646.0,-,710716.0,"[""COMP"", ""COMP"", ""EXP""]"
fur,uofp,710646.0,-,710829.0,"[""none"", ""EXP""]"
